fusion_name,file_name,kind,qty,bodies,children,material,mass_g,bbox_x_mm,bbox_y_mm,bbox_z_mm,linked,out_of_date,path,color_rgb,appearance,com_x_mm,com_y_mm,com_z_mm,ixx,iyy,izz,ixy,iyz,ixz
Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,part,771,1,0,"Steel 4.6, Plain",0.9,5.6,5.6,12.3,True,,body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:1,"160,160,160",Steel - Satin,-0.0,-0.0,-2.651,18.5,18.5,1.9,-0.0,-0.0,0.0
WIRES,WIRES,subassembly,1,0,2,,69.3,6.0,100.0,35.0,False,,body_LATEST:1+WIRES:1,,,-13.0,0.0,257.5,4659847.5,4614017.1,69669.6,0.0,-0.0,231981.7
8AWG_midplate,8AWG_midplate,empty,1,0,0,,0.0,0.0,0.0,0.0,False,,body_LATEST:1+WIRES:1+8AWG_midplate:1,,,,,,,,,,,
Small Wires Midplate Rough,Small_Wires_Midplate_Rough,part,1,1,0,AWG 8,69.3,6.0,100.0,35.0,False,,body_LATEST:1+WIRES:1+Small Wires Midplate Rough:1,"237,206,195",Copper - Polished,-13.0,0.0,257.5,4659847.5,4614017.1,69669.6,0.0,-0.0,231981.7
twincities_v2_nolock (1),twincities_v2_nolock_1,subassembly,1,0,9,,585.2,665.1,1200.0,764.5,False,,body_LATEST:1+twincities_v2_nolock (1):1,,,-1.285,-63.336,577.006,200120824.8,197707078.5,2574488.0,-51163.0,21386711.5,497775.6
IntelRealsense_D435_Multibody v9 (1),IntelRealsense_D435_Multibody_v9_1,mixed,1,3,8,Steel; Glass,71.0,1200.0,764.5,625.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1,"255,255,255",Glass (Clear),-0.249,0.061,-13.088,18688.2,58431.6,45874.6,0.3,58.8,-78.3
Component31 (1),Component31_1,part,1,1,0,Steel,1.6,10.8,24.5,6.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component31 (1):1,"160,160,160",Steel - Satin,-39.231,-0.0,-21.558,809.4,3259.2,2553.4,-0.0,-0.0,-1368.7
Component32 (1),Component32_1,part,1,1,0,Steel,0.0,4.2,4.2,0.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component32 (1):1,"160,160,160",Steel - Satin,-11.5,0.0,-4.25,0.0,0.3,0.3,0.0,0.0,-0.1
Component33 (1),Component33_1,part,1,1,0,Steel,0.0,4.2,4.2,0.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component33 (1):1,"160,160,160",Steel - Satin,17.5,0.0,-4.25,0.0,0.7,0.6,-0.0,0.0,0.1
Component34 (1),Component34_1,part,1,1,0,Steel,0.0,8.2,8.2,0.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component34 (1):1,"160,160,160",Steel - Satin,17.5,-0.0,-4.25,0.1,1.3,1.3,0.0,-0.0,0.3
Component35 (1),Component35_1,part,1,1,0,Steel,68.5,90.1,25.3,25.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component35 (1):1,"160,160,160",Steel - Satin,1.183,-0.063,-13.047,17858.9,54732.8,42862.3,0.3,-58.8,1446.6
Component36 (1),Component36_1,part,1,1,0,Steel,0.0,2.2,2.2,0.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component36 (1):1,"160,160,160",Steel - Satin,17.5,0.0,-4.25,0.0,0.3,0.3,-0.0,0.0,0.1
Component37 (1),Component37_1,part,1,1,0,Steel,0.0,2.2,2.2,0.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component37 (1):1,"160,160,160",Steel - Satin,-11.5,0.0,-4.25,0.0,0.2,0.1,0.0,0.0,-0.0
glass (1),glass_1,part,1,1,0,Steel,0.8,82.0,17.0,0.4,False,,body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+glass (1):1,"160,160,160",Steel - Satin,0.0,0.0,-0.3,19.6,436.8,456.3,-0.0,0.0,0.0
U-joint_type_C_adapter v3 (1),U-joint_type_C_adapter_v3_1,part,1,1,0,Stainless Steel,8.0,24.8,12.3,14.4,False,,body_LATEST:1+twincities_v2_nolock (1):1+U-joint_type_C_adapter v3 (1):1,"203,203,203",Stainless Steel - Satin,13.348,6.15,5.177,710.2,2184.8,2247.2,-656.8,-254.7,-595.2
bearing (1),bearing_1,part,1,2,0,Steel,2.5,15.0,15.0,4.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+bearing (1):1,"160,160,160",Steel - Satin,0.0,0.0,2.0,63.7,63.7,101.1,0.0,0.0,-0.0
gimbal_arm (1),gimbal_arm_1,mixed,1,1,1,Arm,26.0,35.0,74.0,61.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+gimbal_arm (1):1,"25,25,25",Acetal Resin (White),1.616,-60.95,639.524,10745888.7,10633367.5,115199.5,2757.2,1013339.6,-27727.4
Component92 (1),Component92_1,part,1,1,0,Arm,9.5,35.0,70.0,61.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+gimbal_arm (1):1+Component92 (1):1,"25,25,25",Acetal Resin (White),0.89,-87.911,639.051,3971699.9,3895934.1,76576.4,693.8,533656.8,-5581.3
gimbal_mount (1),gimbal_mount_1,part,1,1,0,Base,52.0,80.1,66.3,84.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+gimbal_mount (1):1,"25,25,25",ABS (White),-0.0,-59.226,452.105,10852504.6,10673323.7,213682.8,-0.1,1396220.1,2.8
gimbal_neck (1),gimbal_neck_1,part,1,1,0,Neck,37.6,46.0,56.0,112.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+gimbal_neck (1):1,"25,25,25",Plastic - Glossy (Black),0.001,-67.701,587.669,13212832.4,13036587.4,186246.9,4.0,1503061.9,-30.5
robstride05 v16 (1) (1),robstride05_v16_1_1,subassembly,1,0,3,,194.1,65.1,65.1,47.1,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1,,,0.007,-0.002,-19.669,123832.9,123753.3,42289.7,65.2,-17.2,65.9
1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,subassembly,1,0,1,,23.9,37.0,37.0,14.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,,,19.315,16.33,20.226,18430.3,20977.8,19596.3,-7552.3,-7908.9,-9354.4
1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,subassembly,1,0,3,,23.9,37.0,37.0,14.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,,,19.315,16.33,20.226,18430.3,20977.8,19596.3,-7552.3,-7908.9,-9354.4
0001755652^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),0001755652_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,2,1,0,Steel,1.4,4.0,4.0,14.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+0001755652^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",-0.0,0.0,6.0,73.3,73.3,2.7,-0.0,0.0,0.0
00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,subassembly,1,0,1,,21.2,37.0,37.0,14.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,,,18.78,16.639,20.136,16500.4,18165.5,17355.9,-6571.0,-7104.5,-8004.0
00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,subassembly,1,0,4,,21.2,37.0,37.0,14.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,,,18.78,16.639,20.136,16500.4,18165.5,17355.9,-6571.0,-7104.5,-8004.0
0001755650^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),0001755650_00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,1,1,0,Aluminum A356 T6,8.1,32.0,32.0,8.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+0001755650^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",0.0,0.0,1.672,581.2,581.2,1066.2,-0.0,-0.0,-0.0
0001755652^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),0001755652_00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,1,1,0,Steel,1.4,4.0,4.0,14.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+0001755652^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",-0.0,0.0,6.0,73.3,73.3,2.7,-0.0,0.0,0.0
1_21_121000022__610001_1_1^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_21_121000022__610001_1_1_00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,1,1,0,Steel,1.9,4.0,11.0,11.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_21_121000022__610001_1_1^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",0.0,0.0,-0.0,34.2,19.4,19.4,0.0,-0.0,0.0
6706__300001_1_1^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),6706__300001_1_1_00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,1,1,0,Steel,9.9,37.0,37.0,4.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+6706__300001_1_1^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",-0.0,0.0,2.0,1447.9,1447.9,2796.8,-0.0,-0.0,0.0
Component59 (1),Component59_1,part,1,1,0,CORE,120.3,34.0,34.0,29.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+Component59 (1):1,"160,160,160",Steel - Satin,-0.0,0.0,-21.5,72747.5,72747.5,17387.2,0.0,-0.0,-0.0
FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1),FL46BLW10-48V-5N.m-DE_2_FL46BLW10-48V-5N.m-DE_1_1,subassembly,1,0,28,,49.8,65.1,65.1,44.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1,,,0.026,-0.008,-23.114,48575.3,48495.7,20624.2,65.2,-17.2,65.9
1_1_02_EB461-502^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,1,1,0,Aluminum A356 T6,10.0,46.0,46.0,9.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_02_EB461-502^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",-0.0,0.0,6.148,2579.9,2564.7,4262.4,3.2,-0.0,0.0
1_1_06_EB463-507^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,1,1,0,Aluminum A356 T6,21.8,46.0,46.0,35.1,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_06_EB463-507^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",0.397,-0.004,4.762,7829.1,7648.9,10271.0,-0.2,1.5,52.4
1_1_06_EB463-509^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,1,1,0,Aluminum A356 T6,6.3,46.0,46.0,4.7,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_06_EB463-509^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",0.14,0.01,1.113,1008.5,1018.3,1996.1,26.4,-0.2,-0.9
1_1_31_EB463-510^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,1,1,0,Aluminum A356 T6,3.6,46.0,46.0,2.5,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_31_EB463-510^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",-0.0,0.0,1.277,760.4,760.4,1505.8,-0.0,-0.0,0.0
1_2_05_000438^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_2_05_000438_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,8,1,0,Steel,0.1,4.1,3.8,3.8,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_2_05_000438^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",-0.488,0.001,0.0,0.1,0.2,0.2,-0.0,-0.0,-0.0
1_2_05_000555^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_2_05_000555_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,8,1,0,Steel,0.1,6.1,3.8,3.8,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_2_05_000555^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",-0.592,0.001,-0.0,0.1,0.6,0.6,-0.0,-0.0,-0.0
1_2_05_000608^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_2_05_000608_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,4,1,0,Steel,0.4,10.2,4.7,4.7,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_2_05_000608^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",-1.722,0.0,-0.0,0.4,4.9,4.9,-0.0,0.0,-0.0
1_2_05_020051^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_2_05_020051_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,3,2,0,Steel,0.2,4.0,4.0,6.6,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_2_05_020051^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",-0.0,0.0,-3.983,4.7,4.7,0.3,-0.0,0.0,-0.0
1_2_16_001425^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,part,1,1,0,FR4,3.9,40.7,40.6,6.8,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+FL46BLW10-48V-5N.m-DE(2)^FL46BLW10-48V-5N.m-DE (1) (1):1+1_2_16_001425^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,"255,255,255","Opaque(255,255,255)",19.711,29.194,-1.37,3736.4,1927.6,5631.1,-2162.8,179.1,81.4
robstride05 v16 (2) (1),robstride05_v16_2_1,subassembly,1,0,3,,194.1,65.1,65.1,47.1,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1,,,0.007,-0.002,-19.669,123832.9,123753.3,42289.7,65.2,-17.2,65.9
1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1),1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1,subassembly,1,0,1,,23.9,37.0,37.0,14.0,False,,body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (2) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2) (1):1,,,19.315,16.33,20.226,18430.3,20977.8,19596.3,-7552.3,-7908.9,-9354.4
